,BSH_Enzyme,Inhibitor,Bile_Acid,Run,Replicate,log2_concentration,fitted_values_7,fitted_se_7,ci_lwr_7,ci_upr_7,enzyme_baseline_7,inhibitor_baseline_7,enzyme_inhibitor_interaction_7,inhibitor_potency_7,enzyme_bileacid_interaction_7,fitted_values_9,fitted_se_9,ci_lwr_9,ci_upr_9,enzyme_baseline_9,enzyme_bileacid_interaction_9,enzyme_inhibitor_interaction_9,enzyme_inhibitor_bileacid_interaction_9,inhibitor_potency_9,Protein_Molecular_Weight,Protein_Aromaticity,Protein_Instability_Index,Protein_Isoelectric_Point,Protein_GRAVY,Protein_AA_Percent_A,Protein_AA_Percent_C,Protein_AA_Percent_D,Protein_AA_Percent_E,Protein_AA_Percent_F,Protein_AA_Percent_G,Protein_AA_Percent_H,Protein_AA_Percent_I,Protein_AA_Percent_K,Protein_AA_Percent_L,Protein_AA_Percent_M,Protein_AA_Percent_N,Protein_AA_Percent_P,Protein_AA_Percent_Q,Protein_AA_Percent_R,Protein_AA_Percent_S,Protein_AA_Percent_T,Protein_AA_Percent_V,Protein_AA_Percent_W,Protein_AA_Percent_Y,Protein_Organism,Inhibitor_IP_Conc,Inhibitor_Complexity,Inhibitor_H_Bond_Acceptor,Inhibitor_H_Bond_Donor,Inhibitor_Rotatable_Bonds,Inhibitor_Molecular_Weight,Inhibitor_Polar_Surface_Area,Bile_complexity,Bile_h_bond_acceptor,Bile_h_bond_donor,Bile_rotatable_bonds,Bile_molecular_weight,Bile_polar_surface_area
2151,B,XI,TDCA,Run 4,1,1.60272983273167,0.785262508804315,0.727858726592906,-0.654662634138074,2.19854357410612,2.39731461348028,-9.56843193099836,2.25866019066897,0.13865442281131,1.686183775417,0.885083362170433,1.26454163919183,-1.62225425625991,3.33474896937205,4.55802669508724,0.678263468413097,-1.22735277641362,2.17188012164272,2.17188012164272,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,573.0,4.0,1.0,5.0,377.4,64.6,858.0,6,4,7,499.7,132.0
2152,B,XI,TDCA,Run 4,2,-0.391706628933528,0.777594739777485,0.73864654435642,-0.688205623691183,2.20728883018598,2.39731461348028,-9.56843193099836,2.25866019066897,0.13865442281131,1.686183775417,0.86507693829224,1.27478781339643,-1.67256940025301,3.324598828261,4.55802669508724,0.678263468413097,-1.22735277641362,2.17188012164272,2.17188012164272,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,573.0,4.0,1.0,5.0,377.4,64.6,858.0,6,4,7,499.7,132.0
2153,B,XI,TDCA,Run 4,3,0.966617826587503,0.805666997655593,0.74071621570788,-0.663541416926279,2.24006614864861,2.39731461348028,-9.56843193099836,2.25866019066897,0.13865442281131,1.686183775417,0.91698221460618,1.27341888222977,-1.58395966539922,3.40784235294148,4.55802669508724,0.678263468413097,-1.22735277641362,2.17188012164272,2.17188012164272,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,573.0,4.0,1.0,5.0,377.4,64.6,858.0,6,4,7,499.7,132.0
2154,B,XI,TLCA,Run 4,1,-0.120697977435079,0.184469805943631,0.767919887164406,-1.3557104634821,1.65453549420237,2.39731461348028,-9.56843193099836,2.25866019066897,0.13865442281131,3.21563562407942,-0.0359164014898115,1.23684608240473,-2.55734841076528,2.29108823226125,4.55802669508724,2.10589708681265,-1.22735277641362,2.17281554650143,2.17281554650143,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,573.0,4.0,1.0,5.0,377.4,64.6,825.0,5,3,7,483.7,112.0
2155,B,XI,TLCA,Run 4,2,-0.260294986785773,0.176802036916801,0.762058413286924,-1.35777128907149,1.62949769101325,2.39731461348028,-9.56843193099836,2.25866019066897,0.13865442281131,3.21563562407942,-0.0559228253680046,1.28187763723057,-2.70218190120097,2.32277843674287,4.55802669508724,2.10589708681265,-1.22735277641362,2.17281554650143,2.17281554650143,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,573.0,4.0,1.0,5.0,377.4,64.6,825.0,5,3,7,483.7,112.0
2156,B,XI,TLCA,Run 4,3,0.288032222543523,0.204874294794909,0.767028312244887,-1.32484836452654,1.68190261947342,2.39731461348028,-9.56843193099836,2.25866019066897,0.13865442281131,3.21563562407942,-0.004017549054064,1.26657315326199,-2.59993430266617,2.36503245812084,4.55802669508724,2.10589708681265,-1.22735277641362,2.17281554650143,2.17281554650143,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,573.0,4.0,1.0,5.0,377.4,64.6,825.0,5,3,7,483.7,112.0
2157,B,XI,TUDCA,Run 4,1,0.469713927526233,1.07752577175035,0.724536932193787,-0.437418743253379,2.40276603094627,2.39731461348028,-9.56843193099836,2.25866019066897,0.13865442281131,1.02838802211827,0.698562048705335,1.18489764780921,-1.65867925726719,2.98611952214494,4.55802669508724,10.5578815541712,-1.22735277641362,0.898637520338821,0.898637520338822,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,573.0,4.0,1.0,5.0,377.4,64.6,858.0,6,4,7,499.7,132.0
2158,B,XI,TUDCA,Run 4,2,0.228553226986453,1.06985800272352,0.729898201478733,-0.478261659833711,2.38293928996292,2.39731461348028,-9.56843193099836,2.25866019066897,0.13865442281131,1.02838802211827,0.678555624827142,1.14804424366273,-1.53436306751479,2.96597036764312,4.55802669508724,10.5578815541712,-1.22735277641362,0.898637520338821,0.898637520338822,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,573.0,4.0,1.0,5.0,377.4,64.6,858.0,6,4,7,499.7,132.0
2159,B,XI,TUDCA,Run 4,3,1.63233500504698,1.09793026060163,0.739742036381204,-0.473884179482923,2.4259046031314,2.39731461348028,-9.56843193099836,2.25866019066897,0.13865442281131,1.02838802211827,0.730460901141082,1.17671611584176,-1.46956191439067,3.14316525970901,4.55802669508724,10.5578815541712,-1.22735277641362,0.898637520338821,0.898637520338822,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,573.0,4.0,1.0,5.0,377.4,64.6,858.0,6,4,7,499.7,132.0
2160,B,XII,GCA,Run 4,1,-0.17496174422933,-2.05119040646904,0.747540416590426,-3.59889826095017,-0.6685398279157,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,-1.26578916450116,-0.19731137767366,1.27589407664905,-2.58856724585667,2.41293753460759,4.55802669508724,-7.02562561708338,-1.24984381712221,10.5747155012282,10.5747155012282,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,772.0,7,4,6,464.6,133.0
2161,B,XII,GCA,Run 4,2,-0.115536712215358,-2.05885817549587,0.740473212434389,-3.56808709141028,-0.665432098667472,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,-1.26578916450116,-0.217317801551853,1.32604105739585,-2.69052280931499,2.50755813567675,4.55802669508724,-7.02562561708338,-1.24984381712221,10.5747155012282,10.5747155012282,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,772.0,7,4,6,464.6,133.0
2162,B,XII,GCA,Run 4,3,-0.350875167016423,-2.03078591761777,0.760941764513261,-3.56559346861121,-0.582701751719228,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,-1.26578916450116,-0.165412525237913,1.26459351458952,-2.57324387711129,2.38396270007961,4.55802669508724,-7.02562561708338,-1.24984381712221,10.5747155012282,10.5747155012282,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,772.0,7,4,6,464.6,133.0
2163,B,XII,GCDCA,Run 4,1,-0.550234246807262,0.375661775367632,0.736808422190223,-1.11382472626934,1.77446428871634,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,2.86956608214775,-0.49196171991758,1.30173517400414,-3.03937116155289,2.06343072054332,4.55802669508724,0.140861710247119,-1.24984381712221,3.29202391444807,3.29202391444807,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,727.0,5,4,6,449.6,107.0
2164,B,XII,GCDCA,Run 4,2,-0.687132865177296,0.367994006340802,0.740281097182746,-1.11331783157769,1.78858406937868,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,2.86956608214775,-0.511968143795773,1.26124135304988,-2.98836319030384,1.95570291365169,4.55802669508724,0.140861710247119,-1.24984381712221,3.29202391444807,3.29202391444807,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,727.0,5,4,6,449.6,107.0
2165,B,XII,GCDCA,Run 4,3,-0.213967754850781,0.39606626421891,0.733184816389036,-1.0578887424459,1.81619573779913,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,2.86956608214775,-0.460062867481832,1.2330375051865,-2.89585741288993,1.93764960744114,4.55802669508724,0.140861710247119,-1.24984381712221,3.29202391444807,3.29202391444807,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,727.0,5,4,6,449.6,107.0
2166,B,XII,GDCA,Run 4,1,-0.536489312144784,-1.93751475851024,0.744167584897436,-3.42528906591431,-0.508152133116362,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,-0.344952105739777,-0.388782026190325,1.30141817598988,-2.82428522377862,2.27727402610169,4.55802669508724,-5.2993234293971,-1.24984381712221,8.45285950162249,8.45285950162249,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,727.0,5,4,6,449.6,107.0
2167,B,XII,GDCA,Run 4,2,-0.120668907541859,-1.94518252753707,0.743500513336834,-3.44165617886575,-0.527134166585362,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,-0.344952105739777,-0.408788450068519,1.27293951033774,-2.83134919949079,2.15857368103315,4.55802669508724,-5.2993234293971,-1.24984381712221,8.45285950162249,8.45285950162249,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,727.0,5,4,6,449.6,107.0
2168,B,XII,GDCA,Run 4,3,-0.57192354499765,-1.91711026965897,0.732698588738868,-3.36545448664242,-0.493276018786058,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,-0.344952105739777,-0.356883173754578,1.2819650033048,-2.8434111917893,2.18189162116552,4.55802669508724,-5.2993234293971,-1.24984381712221,8.45285950162249,8.45285950162249,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,727.0,5,4,6,449.6,107.0
2169,B,XII,GLCA,Run 4,1,0.199691023548222,-0.114712349449244,0.725603278454621,-1.58975847724291,1.25460637429921,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,4.49356995599234,-0.185299833619062,1.31298825550292,-2.76304902631365,2.38386493525779,4.55802669508724,2.85241395201179,-1.24984381712221,2.6394072621833,2.6394072621833,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,695.0,4,3,6,433.6,86.6
2170,B,XII,GLCA,Run 4,2,-0.758549380550807,-0.122380118476074,0.736603035738241,-1.64697851153031,1.24050538856359,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,4.49356995599234,-0.205306257497255,1.38702795384995,-2.76035883451743,2.67679074457437,4.55802669508724,2.85241395201179,-1.24984381712221,2.6394072621833,2.6394072621833,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,695.0,4,3,6,433.6,86.6
2171,B,XII,GLCA,Run 4,3,-0.451246719653158,-0.0943078605979661,0.742876058745321,-1.66707579825883,1.24499835202283,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,4.49356995599234,-0.153400981183315,1.36817192544525,-2.75463206262035,2.60860188512501,4.55802669508724,2.85241395201179,-1.24984381712221,2.6394072621833,2.6394072621833,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,695.0,4,3,6,433.6,86.6
2172,B,XII,GUDCA,Run 4,1,-6.78193493617046,-1.33702343621812,0.768769447620194,-2.85821231273477,0.155363921936387,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,-0.679441817348567,-6.0685694274969,1.23940239922304,-8.57712974020823,-3.71867233525393,4.55802669508724,-2.60192409056726,-1.24984381712221,-2.4144248367547,-2.4144248367547,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,727.0,5,4,6,449.6,107.0
2173,B,XII,GUDCA,Run 4,2,-4.02662116679614,-1.34469120524495,0.745138490374141,-2.84373699887033,0.0772058833963026,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,-0.679441817348567,-6.08857585137509,1.26432008133309,-8.63820798557851,-3.68207326675279,4.55802669508724,-2.60192409056726,-1.24984381712221,-2.4144248367547,-2.4144248367547,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,727.0,5,4,6,449.6,107.0
2174,B,XII,GUDCA,Run 4,3,-7.20621256451029,-1.31661894736684,0.749145903092499,-2.80082680147739,0.135825138645212,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,-0.679441817348567,-6.03667057506115,1.25562383735866,-8.54912046801333,-3.62707502556738,4.55802669508724,-2.60192409056726,-1.24984381712221,-2.4144248367547,-2.4144248367547,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,727.0,5,4,6,449.6,107.0
2175,B,XII,TCA,Run 4,1,-0.715989178129593,0.184152884441103,0.758517169295786,-1.31003618109056,1.66335112254892,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,2.08317586775659,0.517334341724879,1.16581159648961,-1.81838308841692,2.75159836982234,4.55802669508724,0.543893598638599,-1.24984381712221,2.33923063291166,2.33923063291166,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,83.4,2,1,0,163.38,37.3
2176,B,XII,TCA,Run 4,2,0.818126765339287,0.176485115414273,0.777250629405792,-1.34579684247541,1.7010256247953,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,2.08317586775659,0.497327917846686,1.19806064948731,-2.01533322035764,2.68106452563262,4.55802669508724,0.543893598638599,-1.24984381712221,2.33923063291166,2.33923063291166,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,83.4,2,1,0,163.38,37.3
2177,B,XII,TCA,Run 4,3,0.93701579926247,0.204557373292381,0.757503375626138,-1.30132273606333,1.66809049639113,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,2.08317586775659,0.549233194160626,1.19859384081057,-1.94063266607823,2.75785518989921,4.55802669508724,0.543893598638599,-1.24984381712221,2.33923063291166,2.33923063291166,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,83.4,2,1,0,163.38,37.3
2178,B,XII,TCDCA,Run 4,1,0.965959716734916,0.505819853350193,0.719333201930537,-0.955463488227912,1.86432266333979,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,2.19396698458929,1.14071948925449,1.34352878639484,-1.38119524538657,3.88543759728119,4.55802669508724,1.25702331985506,-1.24984381712221,1.15079463404908,1.15079463404908,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
2179,B,XII,TCDCA,Run 4,2,0.570553571126736,0.498152084323363,0.72887563988103,-0.961235456926851,1.89595705140679,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,2.19396698458929,1.1207130653763,1.32267932389419,-1.36032631238572,3.82457663727949,4.55802669508724,1.25702331985506,-1.24984381712221,1.15079463404908,1.15079463404908,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
2180,B,XII,TCDCA,Run 4,3,1.63565093687203,0.526224342201471,0.717169493685536,-0.936151853422419,1.87515256182488,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,2.19396698458929,1.17261834169024,1.32409901686306,-1.37737326604732,3.81309488005588,4.55802669508724,1.25702331985506,-1.24984381712221,1.15079463404908,1.15079463404908,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
2181,B,XII,TDCA,Run 4,1,0.712763447239213,0.213387261475632,0.754823899526712,-1.29584574822453,1.66306393792018,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,1.686183775417,0.973168049574144,1.43041091756407,-1.73146242532011,3.87574837153104,4.55802669508724,0.678263468413097,-1.24984381712221,1.61736076710845,1.61736076710845,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
2182,B,XII,TDCA,Run 4,2,0.657509225486642,0.205719492448802,0.757213631863876,-1.27372358521306,1.69455385169333,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,1.686183775417,0.953161625695951,1.37882424068476,-1.57442131078917,3.83056971269509,4.55802669508724,0.678263468413097,-1.24984381712221,1.61736076710845,1.61736076710845,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
2183,B,XII,TDCA,Run 4,3,1.38894319555104,0.23379175032691,0.756654756382697,-1.2803557723238,1.68573087269637,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,1.686183775417,1.00506690200989,1.37191127321325,-1.4285168335119,3.94937535748404,4.55802669508724,0.678263468413097,-1.24984381712221,1.61736076710845,1.61736076710845,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
2184,B,XII,TLCA,Run 4,1,0.0362698384286712,-0.387405441385052,0.736025690645159,-1.83488536809977,1.05033533922926,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,3.21563562407942,0.202369917192459,1.14978347243369,-1.7802509126509,2.72690029928917,4.55802669508724,2.10589708681265,-1.24984381712221,1.63864563132454,1.63864563132454,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,825.0,5,3,7,483.7,112.0
2185,B,XII,TLCA,Run 4,2,-0.297041429256529,-0.395073210411882,0.742794882805723,-1.85952128928747,1.05223465131097,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,3.21563562407942,0.182363493314266,1.21446520462707,-1.91366337918125,2.84704022295687,4.55802669508724,2.10589708681265,-1.24984381712221,1.63864563132454,1.63864563132454,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,825.0,5,3,7,483.7,112.0
2186,B,XII,TLCA,Run 4,3,0.55110544754725,-0.367000952533775,0.74847893783054,-1.87817241685999,1.05586501943573,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,3.21563562407942,0.234268769628206,1.14566407952763,-1.78159966045544,2.70940353129288,4.55802669508724,2.10589708681265,-1.24984381712221,1.63864563132454,1.63864563132454,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,825.0,5,3,7,483.7,112.0
2187,B,XII,TUDCA,Run 4,1,-0.222113766017197,0.505650524421664,0.755194085911215,-0.997511765857364,1.9628490509146,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,1.02838802211827,0.732615804791082,1.27654280814103,-1.81257571276453,3.19147209514829,4.55802669508724,10.5578815541712,-1.24984381712221,0.912586382996037,0.912586382996038,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
2188,B,XII,TUDCA,Run 4,2,0.400203801133916,0.497982755394835,0.744896571433363,-0.98936504752458,1.9306295124942,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,1.02838802211827,0.712609380912889,1.30465296152865,-1.95187424367992,3.1623653655124,4.55802669508724,10.5578815541712,-1.24984381712221,0.912586382996037,0.912586382996038,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
2189,B,XII,TUDCA,Run 4,3,2.19435871241455,0.526055013272942,0.740977370714072,-0.932938446759672,1.97169284643949,2.39731461348028,-9.60678766062735,1.70639850297513,0.690916110505153,1.02838802211827,0.76451465722683,1.25702902772393,-1.72317861287374,3.20437517580405,4.55802669508724,10.5578815541712,-1.24984381712221,0.912586382996037,0.912586382996038,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044,Bacteroides,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
